audio,text
/content/asr_bengali/data/0a/0a0e6d42f4.wav,অনেক বাধা আর প্রতিকূলতা
/content/asr_bengali/data/0a/0a0eaf75ef.wav,অপব্যবহার করা হচ্ছে
/content/asr_bengali/data/0a/0a0f76f7c8.wav,জিয়াউর রহমানকে বর্তমানে
/content/asr_bengali/data/0a/0a0fe41f52.wav,প্রচারিত হতে যাচ্ছে
/content/asr_bengali/data/0a/0a10069d85.wav,আমানউল্লাহ ও হোসনে আরাকে
/content/asr_bengali/data/0a/0a1069875a.wav,সিনেমার ফাইটিংয়ের দৃশ্যের মতো
/content/asr_bengali/data/0a/0a10c5c9f1.wav,কথা কহিতে লাগিলাম
/content/asr_bengali/data/0a/0a11385cf0.wav,বই উৎসর্গ করেছিলেন
/content/asr_bengali/data/0a/0a11670042.wav,এসব এলাকার কিছু
/content/asr_bengali/data/0a/0a11fabe81.wav,সাথে ১৭৫৪ থেকে
/content/asr_bengali/data/0a/0a1240f756.wav,এবং বাচ্চাদের ক্ষেত্রেই
/content/asr_bengali/data/0a/0a13268271.wav,বই লিখেছেন ওয়াজেদ মিয়া
/content/asr_bengali/data/0a/0a135366e9.wav,অস্ট্রেলিয়ার মুদ্রার নাম হল
/content/asr_bengali/data/0a/0a13877399.wav,দুটো মামলায়
/content/asr_bengali/data/0a/0a13a4c83c.wav,ক্ষমতা দখলের কোন পরিকল্পনা
/content/asr_bengali/data/0a/0a13b53931.wav,বাণগড়ের দানপত্রে
/content/asr_bengali/data/0a/0a1428e5cc.wav,কয়েকদিন ধরেই কেন্দ্রীয় সরকার
/content/asr_bengali/data/0a/0a144612f1.wav,কোন রকমের সহিংসতার ঘটনা ঘটলে
/content/asr_bengali/data/0a/0a14bf30a6.wav,রানাতুঙ্গা জন্মগ্রহণ করেন
/content/asr_bengali/data/0a/0a14ee1599.wav,অধিকাংশ মানুষ
/content/asr_bengali/data/0a/0a153f664e.wav,রাহানের প্রথম শ্রেণীর ক্রিকেটে
/content/asr_bengali/data/0a/0a15802c24.wav,পরনিন্দা পরচর্চা
/content/asr_bengali/data/0a/0a1598003f.wav,বিক্ষোভকারীরা সন্তুষ্ট হবে বলে
/content/asr_bengali/data/0a/0a15c2f455.wav,আরও ১০০ একর জমি
/content/asr_bengali/data/0a/0a1602ee79.wav,রাখা যাক
/content/asr_bengali/data/0a/0a16c96285.wav,কতক কতক লিখিয়াছি
/content/asr_bengali/data/0a/0a16e9cab4.wav,ইমপ্রেস টেলিফিল্ম
/content/asr_bengali/data/0a/0a17147252.wav,তাঁদের ইংরেজী গল্প প্রসঙ্গে
/content/asr_bengali/data/0a/0a17b5b138.wav,গুলি ঘুড়ি
/content/asr_bengali/data/0a/0a180aa06e.wav,সরকার যাচাই বাছাই করে
/content/asr_bengali/data/0a/0a1818d901.wav,বাংলাদেশের বিভিন্ন জেলায়
/content/asr_bengali/data/0a/0a187264a1.wav,সমন্বয়ে গড়ে ওঠে তিনকন্যা
/content/asr_bengali/data/0a/0a18ce2b9c.wav,কি আমাদের বলবেন
/content/asr_bengali/data/0a/0a1953141b.wav,১৮ দলীয় জোটের
/content/asr_bengali/data/0a/0a19d35723.wav,ওই দায়িত্ব নিয়েছিলেন
/content/asr_bengali/data/0a/0a1a28be47.wav,আলকায়েদার নতুন শাখা
/content/asr_bengali/data/0a/0a1a2cad7d.wav,একসময় সবার আগে
/content/asr_bengali/data/0a/0a1a75ed2b.wav,দুজনে
/content/asr_bengali/data/0a/0a1aa24699.wav,এক্সট্রা বালিশ আছে
/content/asr_bengali/data/0a/0a1ab986e0.wav,মোর প্রিয়া হবে এসো রাণী
/content/asr_bengali/data/0a/0a1b748196.wav,আছে ক্যাম্পাসে নিহত শিক্ষক
/content/asr_bengali/data/0a/0a1bee2506.wav,গাধার দুধ পানও করতেন
/content/asr_bengali/data/0a/0a1c108e1e.wav,সালাউদ্দিন কাদের চৌধুরী
/content/asr_bengali/data/0a/0a1c9a458d.wav,গুরুত্বপূর্ণ ভূমিকা রাখবে
/content/asr_bengali/data/0a/0a1ce2e558.wav,তার কোনো সন্ধান পাওয়া যায়নি
/content/asr_bengali/data/0a/0a1d56fd87.wav,ডয়েচে ভেলে
/content/asr_bengali/data/0a/0a1d6dfc1e.wav,রোমিও তো জানে না
/content/asr_bengali/data/0a/0a1d9935d6.wav,নিজের মালিকানাধীন
/content/asr_bengali/data/0a/0a1eb9755c.wav,সেলিনা হোসেন দুটোই
/content/asr_bengali/data/0a/0a1f2cab06.wav,ওদের সঙ্গে চলে না
/content/asr_bengali/data/0a/0a1f697e26.wav,যিনি ফোন ধরেছেন
/content/asr_bengali/data/0a/0a2003d868.wav,তালা ঝুলিয়ে দিয়েছেন
/content/asr_bengali/data/0a/0a2026db72.wav,এবং যুক্তরাষ্ট্র অংশ নিচ্ছে
/content/asr_bengali/data/0a/0a2051b33e.wav,তাঁদের নিজস্ব ভাষায়
/content/asr_bengali/data/0a/0a20939474.wav,৩০১টি শিক্ষা প্রতিষ্ঠান
/content/asr_bengali/data/0a/0a20c4f72d.wav,ক্রমে ভিক্ষাবৃত্তি অলসদের
/content/asr_bengali/data/0a/0a20d1269e.wav,পাঠাতে হয়েছে
/content/asr_bengali/data/0a/0a20fcfd1d.wav,ডিমের সাদা অংশ ফেটিয়ে
/content/asr_bengali/data/0a/0a21450299.wav,করা না হলে
/content/asr_bengali/data/0a/0a21482d62.wav,ভেবে দেখুন ত
/content/asr_bengali/data/0a/0a215c58c7.wav,ছিনিয়ে নেবে
/content/asr_bengali/data/0a/0a2173389f.wav,কারও গুম হওয়ার অভিযোগ
/content/asr_bengali/data/0a/0a2227e151.wav,পাল্টে হলো তাল
/content/asr_bengali/data/0a/0a227f30a2.wav,সবই বৃথায় যেত
/content/asr_bengali/data/0a/0a23c37b3d.wav,মুসলমানের ছেলে
/content/asr_bengali/data/0a/0a2418f92c.wav,কখনো চিলমারির পথে পথে
/content/asr_bengali/data/0a/0a245b67a8.wav,কাজগুলো উপজেলা পরিষদ
/content/asr_bengali/data/0a/0a253d138f.wav,রচিত হ্যারি পটার
/content/asr_bengali/data/0a/0a25a2cbc4.wav,সুস্মিতা চক্রবর্তী বলেন
/content/asr_bengali/data/0a/0a2623c7e3.wav,দলপতির কৌশল
/content/asr_bengali/data/0a/0a2649cb11.wav,জুলিয়েটের সমাধিকক্ষে
/content/asr_bengali/data/0a/0a26b4d4ac.wav,সূর্যের জ্বালানি শেষ হয়ে আসবে
/content/asr_bengali/data/0a/0a278ad30e.wav,গ্রীনরোডে পরিবারের সাথে
/content/asr_bengali/data/0a/0a28390eae.wav,যখন তিনি আমাদের দেখে
/content/asr_bengali/data/0a/0a28a814f0.wav,করা না হলে
/content/asr_bengali/data/0a/0a291d75ca.wav,সর্বশেষ অতিনবতারা দুটি ছিল
/content/asr_bengali/data/0a/0a2a0c150b.wav,বেজায় ঘাবড়ে গেলেন
/content/asr_bengali/data/0a/0a2a6981bf.wav,চকনেওয়া গ্রামের
/content/asr_bengali/data/0a/0a2a7b2a9c.wav,নিহত কিশোরীর বাড়ি থেকে
/content/asr_bengali/data/0a/0a2aa2ac4b.wav,জয়লাভ করবেন বলে
/content/asr_bengali/data/0a/0a2bbd81e0.wav,তার মেয়েকে
/content/asr_bengali/data/0a/0a2beae778.wav,জীবন শুরু করেছেন তিনি
/content/asr_bengali/data/0a/0a2c760448.wav,কিংবা এগারোটা পঁয়ত্রিশ হওয়া
/content/asr_bengali/data/0a/0a2cbab78c.wav,দীপুর খাটের ওপর বসে
/content/asr_bengali/data/0a/0a2cbae4cf.wav,ব্লগ
/content/asr_bengali/data/0a/0a2cf3ec0d.wav,এবার চাল কিংবা ডাল
/content/asr_bengali/data/0a/0a2d4e3cf9.wav,এই দুইটি গুরুতর বিপদ্ হইতে
/content/asr_bengali/data/0a/0a2d9e18e5.wav,উন্নত দেশসমূহের শিক্ষার সঙ্গে
/content/asr_bengali/data/0a/0a2e0e0ff3.wav,শেখ মুজিব নামের মানুষটি
/content/asr_bengali/data/0a/0a2e937b34.wav,সম্মতিও জানিয়েছেন
/content/asr_bengali/data/0a/0a2ecbe019.wav,নববর্ষ পালন করত রোমানরাও
/content/asr_bengali/data/0a/0a2f383927.wav,বিবরণের বইও
/content/asr_bengali/data/0a/0a2fb778fc.wav,এক বছরের আগে
/content/asr_bengali/data/0a/0a2fe847c4.wav,সাধারণ জ্ঞান প্রশ্ন
/content/asr_bengali/data/0a/0a303d6aaf.wav,শালীনতা অশালীনতার
/content/asr_bengali/data/0a/0a3088a0b9.wav,একটা হিন্দু মন্দির
/content/asr_bengali/data/0a/0a30e906fa.wav,বেসরকারি খাতের ১৯টি ব্যাংকও
/content/asr_bengali/data/0a/0a30f11f75.wav,নর্দের শট ইস্ট বেঙ্গলের
/content/asr_bengali/data/0a/0a31998a35.wav,কেন কত পুরুষকবি
/content/asr_bengali/data/0a/0a3233fc83.wav,তার দুদিন পর
/content/asr_bengali/data/0a/0a3248a419.wav,মার বয়সী একজন
/content/asr_bengali/data/0a/0a32799e73.wav,কেউ কি কখনো কল্পনা করেছেন
/content/asr_bengali/data/0a/0a32cd1b75.wav,ভারতের বিশাল জনগোষ্ঠীর
/content/asr_bengali/data/0a/0a3308f0d7.wav,এই গ্রন্থে
/content/asr_bengali/data/0a/0a3316edf6.wav,অন্য দাতারা হলো
/content/asr_bengali/data/0a/0a33ad1ab0.wav,রাখা হবে না বলে
/content/asr_bengali/data/0a/0a3450af48.wav,যাতে সবাইকে
/content/asr_bengali/data/0a/0a346824df.wav,একটা গর্ত থেকে
/content/asr_bengali/data/0a/0a347113bf.wav,সভায় ফিরে এলে
/content/asr_bengali/data/0a/0a34ea8d91.wav,খালিমুখে যাওয়াটা ঠিক হবে না
/content/asr_bengali/data/0a/0a34f4a2b8.wav,হেরেই চলেছেন
/content/asr_bengali/data/0a/0a35461786.wav,দেওয়া হচ্ছে না
/content/asr_bengali/data/0a/0a360abdb0.wav,তার কাজের ধরন
/content/asr_bengali/data/0a/0a36272699.wav,শেরওয়েল তাইই বলতেন
/content/asr_bengali/data/0a/0a3635b526.wav,তারা আশায় বুক বাঁধবে
/content/asr_bengali/data/0a/0a366b27b2.wav,এটা চুপচাপ ছিল
/content/asr_bengali/data/0a/0a36c72ea4.wav,আতপ চালের গুড়া
/content/asr_bengali/data/0a/0a36d1e42b.wav,শহিদুল তার মেজ ভাই
/content/asr_bengali/data/0a/0a376a41a8.wav,তাঁদের কান্নার শব্দ
/content/asr_bengali/data/0a/0a37cf26c6.wav,সে নিশ্চয়তা দেওয়া কঠিন
/content/asr_bengali/data/0a/0a37d955d4.wav,প্যারিসের এক
/content/asr_bengali/data/0a/0a37ec0f6b.wav,ভারতীয় ক্রেতাদের জন্য
/content/asr_bengali/data/0a/0a3898f5fc.wav,দর্শকদের একাংশ
/content/asr_bengali/data/0a/0a389acadf.wav,সুব্রত রায়ের দুটি কোম্পানিকে
/content/asr_bengali/data/0a/0a39339135.wav,সমালোচনা করেছেন
/content/asr_bengali/data/0a/0a394d717c.wav,এই পদত্যাগের সিদ্ধান্ত এল
/content/asr_bengali/data/0a/0a39e73b53.wav,তিব্বতের ভেতর দিয়ে
/content/asr_bengali/data/0a/0a3a10e8d0.wav,শিমুল ইসলাম তনু
/content/asr_bengali/data/0a/0a3a283754.wav,ডিম চিনি ও মাখন নিয়ে
/content/asr_bengali/data/0a/0a3a6e07f4.wav,নিচু গলায় কথা বলল
/content/asr_bengali/data/0a/0a3a76a25f.wav,গাড়ি
/content/asr_bengali/data/0a/0a3afb4df5.wav,রাহুলের এসব বক্তব্য
/content/asr_bengali/data/0a/0a3b742880.wav,গ্রেফতার করে দেশে ফেরত আনার
/content/asr_bengali/data/0a/0a3be72673.wav,রিক্তা বেগম নিজেই
/content/asr_bengali/data/0a/0a3c1d0fe5.wav,মার্চের শেষ থেকে
/content/asr_bengali/data/0a/0a3c6ab616.wav,বেশি রিজার্ভ নিয়ে
/content/asr_bengali/data/0a/0a3c983cb6.wav,শ্যাম্পু করার সময়
/content/asr_bengali/data/0a/0a3d506d6b.wav,পলাতক আছেন
/content/asr_bengali/data/0a/0a3dda62f2.wav,ট্রেড ইউনিয়ন
/content/asr_bengali/data/0a/0a3e0340cd.wav,যথারীতি এবারও ছবিটি ছিল
/content/asr_bengali/data/0a/0a3e08a2f1.wav,একটি সাইট থেকে
/content/asr_bengali/data/0a/0a3e13a57c.wav,বেবি
/content/asr_bengali/data/0a/0a3e4f19d7.wav,দেউলে হওয়ার ভয়ে
/content/asr_bengali/data/0a/0a3ef33e19.wav,মোদি দাঙ্গাবাজ কমরেড।
/content/asr_bengali/data/0a/0a3f3c02db.wav,খুশকির সমস্যা
/content/asr_bengali/data/0a/0a3fb2853e.wav,শাসক গোষ্ঠী
/content/asr_bengali/data/0a/0a3fcf91ba.wav,জারি হওয়ার কথা
/content/asr_bengali/data/0a/0a3feedebe.wav,হঠাৎ করেই নন্দিনী
/content/asr_bengali/data/0a/0a40abb41c.wav,স্বীকৃতি দেয়
/content/asr_bengali/data/0a/0a40ba03a1.wav,নানান কথা
/content/asr_bengali/data/0a/0a40cf46a9.wav,ঘটনাস্থলের কাছের শহর
/content/asr_bengali/data/0a/0a40f3d5d3.wav,সঙ্গে দুটি ত্রিদেশিয় সিরিজও
/content/asr_bengali/data/0a/0a40f3f4af.wav,সরকারের অনেক সময় লাগছে
/content/asr_bengali/data/0a/0a4107e626.wav,বলার সময়
/content/asr_bengali/data/0a/0a410b965a.wav,শ্রমিকদের ন্যায্য মজুরি
/content/asr_bengali/data/0a/0a412ea86e.wav,পূর্ব শত্রুতার জের ধরে
/content/asr_bengali/data/0a/0a4150a152.wav,জবাব আসে নি
/content/asr_bengali/data/0a/0a41f7c9a2.wav,আবেদনের সুযোগ রয়েছে
/content/asr_bengali/data/0a/0a425f3f21.wav,গোজি স্মার্ট লক
/content/asr_bengali/data/0a/0a425f55e3.wav,নদীয়া জেলার একটি শহর
/content/asr_bengali/data/0a/0a427873e3.wav,এক্ষেত্রে আমরা
/content/asr_bengali/data/0a/0a43bbacd1.wav,নকিয়া এক্স এল
/content/asr_bengali/data/0a/0a43bdd582.wav,২০১৩ সালের নভেম্বরের
/content/asr_bengali/data/0a/0a43d2a852.wav,উৎসাহ কারিয়ে ফেলেন
/content/asr_bengali/data/0a/0a43fa76ba.wav,এ ধরনের গুজব
/content/asr_bengali/data/0a/0a440fddff.wav,খোঁজার চেষ্টা করেছেন
/content/asr_bengali/data/0a/0a44353c87.wav,মৌসুম শেষে
/content/asr_bengali/data/0a/0a4436385e.wav,এক নজর দেখার জন্য
/content/asr_bengali/data/0a/0a44501cca.wav,মাথা তুলে দাঁড়িয়েছে
/content/asr_bengali/data/0a/0a4462ac3b.wav,এমন আধুনিক চিকিৎসাবিজ্ঞানী
/content/asr_bengali/data/0a/0a449e40c1.wav,এই সংকট
/content/asr_bengali/data/0a/0a44d7c7a0.wav,ফায়ার সার্ভিস কন্ট্রোল রুম
/content/asr_bengali/data/0a/0a45342005.wav,ভিন্ন ভিন্ন কৌশলে এগোচ্ছে
/content/asr_bengali/data/0a/0a456db108.wav,লাট সাহেব
/content/asr_bengali/data/0a/0a458b8ecd.wav,পিডিবির কোনো ভূমিকা নেই
/content/asr_bengali/data/0a/0a45ab58c1.wav,গাড়ির পার্টস
/content/asr_bengali/data/0a/0a45f43d96.wav,মিছিলের চরিত্র
/content/asr_bengali/data/0a/0a468969a0.wav,রাসূল সা বলেন
/content/asr_bengali/data/0a/0a46ae5b3c.wav,যেখানে রাহা তার বন্ধুকে
/content/asr_bengali/data/0a/0a46ee545e.wav,বাড়িতে আসার দিন
/content/asr_bengali/data/0a/0a47113624.wav,টঙ্গীর শিল্পাঞ্চলে
/content/asr_bengali/data/0a/0a4747f08d.wav,নায়িকা সংকট
/content/asr_bengali/data/0a/0a4749b988.wav,এমন জায়গায় এসে
/content/asr_bengali/data/0a/0a47506927.wav,ললিপপ
/content/asr_bengali/data/0a/0a482565f0.wav,জুতা জোড়াটি
/content/asr_bengali/data/0a/0a48541736.wav,জনসংখ্যার ঘনত্ব
/content/asr_bengali/data/0a/0a4865bcb1.wav,মাতাল
/content/asr_bengali/data/0a/0a48b2ac7f.wav,মস্ত কালো
/content/asr_bengali/data/0a/0a490c817f.wav,সখি ভালবাসা কারে কয়
/content/asr_bengali/data/0a/0a49d1827f.wav,আপিলের সার সংক্ষেপ
/content/asr_bengali/data/0a/0a49d7c8da.wav,ওজনের উপর
/content/asr_bengali/data/0a/0a49dadaf3.wav,দূর করা যায়
/content/asr_bengali/data/0a/0a49ea6ebc.wav,জনগণের সেন্টিমেন্ট
/content/asr_bengali/data/0a/0a4afaecf7.wav,এরূপ উদাহরণ
/content/asr_bengali/data/0a/0a4b7dcde9.wav,শিমুল ইসলাম তনু
/content/asr_bengali/data/0a/0a4b97c4ff.wav,শাহাবুদ্দিনের নাম
/content/asr_bengali/data/0a/0a4ba3e9a9.wav,দীর্ঘদিন ধরে চলছে
/content/asr_bengali/data/0a/0a4c1d0c50.wav,পুস্তকখানি পাঠ করিয়া
/content/asr_bengali/data/0a/0a4c37ba58.wav,দেশের পরাধীনতা
/content/asr_bengali/data/0a/0a4c3cdba8.wav,গল্পটা লিখে ফেলে
/content/asr_bengali/data/0a/0a4ca8a8eb.wav,সেই দ্বৈরথে জয়ী হয়েছেন
/content/asr_bengali/data/0a/0a4d2e89c1.wav,বাংলাদেশ সংবাদ ৭১ নামে
/content/asr_bengali/data/0a/0a4d8b701a.wav,তিনি তিনটি ছবি
/content/asr_bengali/data/0a/0a4db231dc.wav,অল্পকালপরবর্তী হইলেও
/content/asr_bengali/data/0a/0a4dfffa71.wav,তৈরী করা হয়
/content/asr_bengali/data/0a/0a4e4c5f5d.wav,ওই ব্যাটাকে
/content/asr_bengali/data/0a/0a4e7dcf9a.wav,অনেক সময় সেশনজটের কারণে
/content/asr_bengali/data/0a/0a4f1f19c2.wav,গ্রানাদাকে হারিয়েছে
/content/asr_bengali/data/0a/0a4f425cd2.wav,শ্রীলঙ্কা
/content/asr_bengali/data/0a/0a4f7d18ff.wav,মডেলঅভিনেত্রী পুনম পান্ডে
/content/asr_bengali/data/0a/0a506a8a4f.wav,ক্রমাগত পড়ে যাওয়ার মাধ্যমে
/content/asr_bengali/data/0a/0a50874153.wav,যেমন নির্ধারণ করা হয়েছে
/content/asr_bengali/data/0a/0a50a098ac.wav,আমি কেয়ারটেকার সরকার ব্যবস্থা
/content/asr_bengali/data/0a/0a50a91cc2.wav,সহজেই বাড়ানো যেতে পারে
/content/asr_bengali/data/0a/0a50c0d79b.wav,প্রকাণ্ড চারমহলা বাড়ি
/content/asr_bengali/data/0a/0a50e9bafe.wav,কলিং বেলের সুইচে
/content/asr_bengali/data/0a/0a51b1f266.wav,পরিচিতি তৈরি হয় তাঁর
/content/asr_bengali/data/0a/0a52419edd.wav,শাদা পালক বকরা যেথায়
/content/asr_bengali/data/0a/0a52afdfc6.wav,তিন প্রভাবশালী দেশ
/content/asr_bengali/data/0a/0a52dfa620.wav,চলাচলা করতে পারে না
/content/asr_bengali/data/0a/0a52e78423.wav,ত্বকের যত্ন
/content/asr_bengali/data/0a/0a533992ec.wav,আগ্রহী হলেন
/content/asr_bengali/data/0a/0a53985651.wav,যেসব ঘটনা ফেঁদেছেন
/content/asr_bengali/data/0a/0a53bffe76.wav,কেননা পুরো ব্রাজিল তাকিয়েছিল
/content/asr_bengali/data/0a/0a53d0cbee.wav,নানির গা থেকে
/content/asr_bengali/data/0a/0a542514d5.wav,মঞ্জুর বর্তমান ভবিষ্যত
/content/asr_bengali/data/0a/0a5454ef52.wav,আলোচিত হচ্ছে
/content/asr_bengali/data/0a/0a54a5d95e.wav,অভিনয় করতেন
/content/asr_bengali/data/0a/0a54fcf0ef.wav,সঙ্গে আমার
/content/asr_bengali/data/0a/0a552dd3f6.wav,হাতের দুটি আঙুল
/content/asr_bengali/data/0a/0a5553f0f1.wav,তাদের মধ্যে তৃতীয়
/content/asr_bengali/data/0a/0a55689c38.wav,ক্ষতি খুব
/content/asr_bengali/data/0a/0a567f21ef.wav,জনি ও সাইদুলকে ঘিরেই
/content/asr_bengali/data/0a/0a56e44923.wav,কোয়েল মল্লিক
/content/asr_bengali/data/0a/0a57b3f6fe.wav,ডাক্তারবন্ধু
/content/asr_bengali/data/0a/0a57fd4598.wav,শালীনতার সংজ্ঞা
/content/asr_bengali/data/0a/0a5838b38a.wav,কিন্তু খরার সময়ে
/content/asr_bengali/data/0a/0a58abfa8c.wav,সেখানে প্রায় ৩০০০ লোক ছিলেন
/content/asr_bengali/data/0a/0a58f2edc7.wav,পাঁচ বন্ধুর গল্প নিয়ে
/content/asr_bengali/data/0a/0a5915776d.wav,ফেনীর সোনাগাজী উপজেলার
/content/asr_bengali/data/0a/0a5933dc2b.wav,বিদ্যুৎ কেন্দ্র ব্যয়বহুল
/content/asr_bengali/data/0a/0a59468f84.wav,পুলিশের বিশেষ শাখার
/content/asr_bengali/data/0a/0a597ec569.wav,বর্ধিত ঋণ সুবিধার
/content/asr_bengali/data/0a/0a59af36bf.wav,ঘড়িটির কাঁটা
/content/asr_bengali/data/0a/0a59eefffd.wav,প্রথম রাজ্য হিসেবে
/content/asr_bengali/data/0a/0a5a1687aa.wav,তার মনের
/content/asr_bengali/data/0a/0a5a5bf4ec.wav,অ্যাকটিভিশন ব্লিজার্ড
/content/asr_bengali/data/0a/0a5a89fc7d.wav,বাস্তবায়ন করা যায়নি
/content/asr_bengali/data/0a/0a5ab5e2d3.wav,সকাল ৬টা থেকে
/content/asr_bengali/data/0a/0a5ac1f9b1.wav,যার ধারাবাহিকতা
/content/asr_bengali/data/0a/0a5b3265be.wav,এর বিচার না হলে
/content/asr_bengali/data/0a/0a5ba4da3d.wav,দেখা যাবে টেলিছবি
/content/asr_bengali/data/0a/0a5bb5365c.wav,ফানি ভিডিও
/content/asr_bengali/data/0a/0a5bc034cb.wav,এক ডুবন্ত তরীতে
/content/asr_bengali/data/0a/0a5c012618.wav,দর্শকদের মন জয় করার মতো
/content/asr_bengali/data/0a/0a5c255836.wav,সাহিত্য হয় না বলাতে
/content/asr_bengali/data/0a/0a5c3515f9.wav,মুরাদের গরিবি ঘুচে যায়
/content/asr_bengali/data/0a/0a5cdf674e.wav,তা থেকে সে আগে
/content/asr_bengali/data/0a/0a5d897831.wav,তালগাছ আমার
/content/asr_bengali/data/0a/0a5ece31b1.wav,এখন আর যেতে চান না
/content/asr_bengali/data/0a/0a5ef68fe5.wav,তবে তার অবস্থা
/content/asr_bengali/data/0a/0a5f1a55dc.wav,দেখতে পাবেন না
/content/asr_bengali/data/0a/0a5f6fb188.wav,পথ বেছে নিয়েছে
/content/asr_bengali/data/0a/0a60565a69.wav,আমার পেছনে দাঁড়িয়ে
/content/asr_bengali/data/0a/0a607e76a4.wav,এবারের আসরের চমক
/content/asr_bengali/data/0a/0a608946c2.wav,ঝড়ের তান্ডবে
/content/asr_bengali/data/0a/0a60a7ae61.wav,অন্যের সম্মুখে
/content/asr_bengali/data/0a/0a614355b3.wav,এক খণ্ড প্রকাশিত হইতে পারিবে
/content/asr_bengali/data/0a/0a615077e9.wav,১০ কল্কি সর্বশেষ অবতার
/content/asr_bengali/data/0a/0a6153a73d.wav,দ্রুত ফল পেতে
/content/asr_bengali/data/0a/0a620046ee.wav,বহিষ্কার করা উচিত
/content/asr_bengali/data/0a/0a62e43757.wav,কংস ও দেবকী ভোজবংশীয়
/content/asr_bengali/data/0a/0a62ff2989.wav,খবর দিয়েছে বার্তা সংস্থাগুলো
/content/asr_bengali/data/0a/0a633d8acf.wav,এবং তারা এখানে প্রায়
/content/asr_bengali/data/0a/0a63818742.wav,১৯৪২ সালে
/content/asr_bengali/data/0a/0a639254be.wav,পরপর কয়েকবার দিয়ে
/content/asr_bengali/data/0a/0a64115b25.wav,লঞ্চটি ঢাকার উদ্দেশ্যে
/content/asr_bengali/data/0a/0a64848995.wav,লাশ ঘরের খেতরে রেখে
/content/asr_bengali/data/0a/0a64a5b48c.wav,ইসলামী সংগীত
/content/asr_bengali/data/0a/0a653d57c5.wav,আলোচনা হয়েছে
/content/asr_bengali/data/0a/0a6564c976.wav,যাঁরা অর্থনীতি চর্চা করেন
/content/asr_bengali/data/0a/0a65a4b4d7.wav,বিভিন্ন এলাকার
/content/asr_bengali/data/0a/0a65e58e6b.wav,এরপর আর
/content/asr_bengali/data/0a/0a66db2541.wav,প্রয়োজনীয় স্বাক্ষ্য উপাত্তের
/content/asr_bengali/data/0a/0a67943f81.wav,৯০ দিনের মধ্যে
/content/asr_bengali/data/0a/0a679d2b20.wav,প্লাস্টিকের ঝুড়িসহ
/content/asr_bengali/data/0a/0a688c7ebc.wav,বিসিবির সাবেক পরিচালক
/content/asr_bengali/data/0a/0a68c5bf2e.wav,অবসর নেন
/content/asr_bengali/data/0a/0a68dd4f6e.wav,কোনো সমস্যা নেই
/content/asr_bengali/data/0a/0a692d3f26.wav,স্ত্রী হওয়ার গৌরবে
/content/asr_bengali/data/0a/0a6958628f.wav,আজ হাজার বছর
/content/asr_bengali/data/0a/0a69f1f633.wav,বুকের যতগুলো হাড়
/content/asr_bengali/data/0a/0a6a235c75.wav,আবুল কাশেম মাস্টারের
/content/asr_bengali/data/0a/0a6a388721.wav,একটা নীল বুটিদার শাড়ি
/content/asr_bengali/data/0a/0a6a4de038.wav,একটি গোয়েন্দা প্রতিবেদন
/content/asr_bengali/data/0a/0a6a735cae.wav,গত ৬ এপ্রিল থেকে
/content/asr_bengali/data/0a/0a6a7d8a55.wav,চাকরি দেওয়া হয়েছে
/content/asr_bengali/data/0a/0a6a89a5cb.wav,নানান প্রসঙ্গে
/content/asr_bengali/data/0a/0a6ba3aeed.wav,প্রধানত ইতালি রনাঙ্গন
/content/asr_bengali/data/0a/0a6c547fe8.wav,বন্ধুদের কাছ থেকে
/content/asr_bengali/data/0a/0a6c5586cf.wav,ঢাকায় থাকেন শহীদুল ইসলাম
/content/asr_bengali/data/0a/0a6d928565.wav,মোহন
/content/asr_bengali/data/0a/0a6e9cfb99.wav,সেখানে অনন্ত জলিল এই শিল্পে
/content/asr_bengali/data/0a/0a6ea2b4c8.wav,ডেয়ারিং লাভার
/content/asr_bengali/data/0a/0a6eac9894.wav,এ গল্প নিয়ে
/content/asr_bengali/data/0a/0a6f2e7e32.wav,রকমারি
/content/asr_bengali/data/0a/0a6f73af48.wav,কিন্তু অধিকার
/content/asr_bengali/data/0a/0a6fa5956f.wav,জন্ম দেবেন
/content/asr_bengali/data/0a/0a6fbb3f25.wav,ফেসবুক হ্যাকিং
/content/asr_bengali/data/0a/0a6fc0c3f3.wav,বিজিবি ও র্যাবের
/content/asr_bengali/data/0a/0a6fcdfd06.wav,মেশাতে হবে
/content/asr_bengali/data/0a/0a6fe906ba.wav,এখানেই সৃজনশীলতার পরিচয়
/content/asr_bengali/data/0a/0a7070cd0d.wav,পূর্বাচল প্রকল্প
/content/asr_bengali/data/0a/0a7073ecac.wav,নগরীর রাস্তাঘাট
/content/asr_bengali/data/0a/0a70f6416f.wav,মতান্তরে অন্তরীণ
/content/asr_bengali/data/0a/0a70f88dfc.wav,শপথ পড়াবেন রাষ্ট্রপতি
/content/asr_bengali/data/0a/0a719f7a93.wav,সবশেষে আলোচনার সারসংক্ষেপ
/content/asr_bengali/data/0a/0a71a98fe4.wav,বেইজিংয়ের উদ্দেশ্যে
/content/asr_bengali/data/0a/0a7206c69e.wav,পরিচিতি পেয়ে আসছেন
/content/asr_bengali/data/0a/0a723a183b.wav,বিচারাধীন রয়েছে
/content/asr_bengali/data/0a/0a72be0acb.wav,ডিম থেকে
